Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of Mentions,Flag
12/06/2020,02/01/2020,12/05/2020,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,17581.0,
12/06/2020,02/01/2020,12/05/2020,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,31390.0,
12/06/2020,02/01/2020,12/05/2020,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,36470.0,
12/06/2020,02/01/2020,12/05/2020,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,38705.0,
12/06/2020,02/01/2020,12/05/2020,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,8.0,
12/06/2020,02/01/2020,12/05/2020,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,135392.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,17.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,31.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,75.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,178.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,367.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,415.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,337.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,1420.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,11.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,43.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,89.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,107.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,62.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,318.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,10.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,32.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,60.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,102.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,78.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,21.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,311.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Respiratory failure,J96,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Respiratory failure,J96,25-34,12.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Respiratory failure,J96,35-44,36.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Respiratory failure,J96,45-54,125.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Respiratory failure,J96,55-64,243.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Respiratory failure,J96,65-74,464.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Respiratory failure,J96,75-84,518.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Respiratory failure,J96,85+,351.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Respiratory failure,J96,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Respiratory failure,J96,All Ages,1754.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,35-44,10.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,45-54,20.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,55-64,63.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,65-74,87.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,75-84,75.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,85+,62.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,All Ages,321.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,10.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,25.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,41.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,38.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,34.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,156.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,24.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,73.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,120.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,126.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,85+,144.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,493.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,0.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,41.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,115.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,124.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,85+,129.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,421.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Cardiac arrest,I46,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Cardiac arrest,I46,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Cardiac arrest,I46,35-44,20.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Cardiac arrest,I46,45-54,37.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Cardiac arrest,I46,55-64,118.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Cardiac arrest,I46,65-74,153.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Cardiac arrest,I46,75-84,144.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Cardiac arrest,I46,85+,99.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Cardiac arrest,I46,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Cardiac arrest,I46,All Ages,577.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,35.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,65.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,95.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,87.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,295.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Heart failure,I50,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Heart failure,I50,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Heart failure,I50,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Heart failure,I50,45-54,10.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Heart failure,I50,55-64,25.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Heart failure,I50,65-74,59.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Heart failure,I50,75-84,83.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Heart failure,I50,85+,105.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Heart failure,I50,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Heart failure,I50,All Ages,288.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,10.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,21.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,51.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,54.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,61.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,199.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,12.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,17.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,44.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,59.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,80.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,62.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,281.0,
12/06/2020,02/01/2020,12/05/2020,AL,Sepsis,Sepsis,A40-A41,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AL,Sepsis,Sepsis,A40-A41,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AL,Sepsis,Sepsis,A40-A41,35-44,18.0,
12/06/2020,02/01/2020,12/05/2020,AL,Sepsis,Sepsis,A40-A41,45-54,46.0,
12/06/2020,02/01/2020,12/05/2020,AL,Sepsis,Sepsis,A40-A41,55-64,93.0,
12/06/2020,02/01/2020,12/05/2020,AL,Sepsis,Sepsis,A40-A41,65-74,174.0,
12/06/2020,02/01/2020,12/05/2020,AL,Sepsis,Sepsis,A40-A41,75-84,140.0,
12/06/2020,02/01/2020,12/05/2020,AL,Sepsis,Sepsis,A40-A41,85+,60.0,
12/06/2020,02/01/2020,12/05/2020,AL,Sepsis,Sepsis,A40-A41,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,AL,Sepsis,Sepsis,A40-A41,All Ages,538.0,
12/06/2020,02/01/2020,12/05/2020,AL,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,AL,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,0.0,
12/06/2020,02/01/2020,12/05/2020,AL,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
